host_ts,dev_ms,adc
1789787306.106,672016,0
1789787306.144,672027,0
1789787306.144,672038,0
1789787306.144,672048,0
1789787306.149,672059,0
1789787306.158,672069,0
1789787306.168,672080,0
1789787306.179,672090,0
1789787306.190,672101,0
1789787306.200,672111,0
1789787306.211,672122,0
1789787306.221,672132,0
1789787306.232,672143,0
1789787306.242,672153,0
1789787306.253,672164,0
1789787306.264,672174,0
1789787306.274,672185,0
1789787306.284,672195,0
1789787306.295,672206,0
1789787306.305,672217,0
1789787306.317,672227,0
1789787306.326,672238,0
1789787306.337,672248,0
1789787306.348,672259,0
1789787306.358,672269,0
1789787306.369,672280,0
1789787306.379,672290,0
1789787306.390,672301,0
1789787306.400,672311,0
1789787306.411,672322,0
1789787306.454,672332,0
1789787306.454,672343,0
1789787306.454,672353,0
1789787306.454,672364,0
1789787306.464,672374,0
1789787306.474,672385,0
1789787306.484,672396,0
1789787306.495,672406,0
1789787306.505,672417,0
1789787306.516,672427,0
1789787306.526,672438,0
1789787306.537,672448,0
1789787306.548,672459,0
1789787306.558,672469,0
1789787306.569,672480,0
1789787306.579,672490,0
1789787306.590,672501,0
1789787306.600,672511,0
1789787306.611,672522,0
1789787306.622,672532,0
1789787306.632,672543,0
1789787306.642,672553,0
1789787306.653,672564,0
1789787306.664,672574,0
1789787306.674,672585,0
1789787306.685,672596,0
1789787306.695,672606,0
1789787306.706,672617,0
1789787306.717,672627,0
1789787306.727,672638,0
1789787306.737,672648,0
1789787306.748,672659,0
1789787306.791,672669,0
1789787306.791,672680,0
1789787306.791,672690,0
1789787306.791,672701,0
1789787306.801,672712,0
1789787306.812,672723,0
1789787306.822,672733,0
1789787306.833,672744,0
1789787306.843,672754,0
1789787306.854,672765,0
1789787306.864,672775,0
1789787306.875,672786,0
1789787306.886,672797,0
1789787306.896,672807,0
1789787306.906,672818,0
1789787306.917,672828,0
1789787306.928,672839,0
1789787306.938,672849,0
1789787306.949,672860,0
1789787306.959,672870,0
1789787306.970,672881,0
1789787306.980,672891,0
1789787306.991,672902,0
1789787307.001,672912,0
1789787307.012,672923,0
1789787307.023,672933,0
1789787307.033,672944,0
1789787307.044,672954,0
1789787307.054,672965,0
1789787307.089,672976,0
1789787307.089,672986,0
1789787307.090,672997,0
1789787307.096,673007,0
1789787307.106,673018,0
1789787307.117,673028,0
1789787307.128,673039,0
1789787307.138,673049,0
1789787307.149,673060,0
1789787307.159,673070,0
1789787307.170,673081,0
1789787307.180,673091,0
1789787307.191,673102,0
1789787307.201,673112,0
1789787307.212,673123,0
1789787307.223,673133,0
1789787307.233,673144,0
1789787307.243,673154,0
1789787307.254,673165,0
1789787307.264,673176,0
1789787307.275,673186,0
1789787307.286,673197,0
1789787307.296,673207,0
1789787307.307,673218,0
1789787307.318,673228,0
1789787307.328,673239,0
1789787307.338,673249,0
1789787307.349,673260,0
1789787307.359,673270,0
1789787307.401,673281,0
1789787307.401,673291,0
1789787307.401,673302,0
1789787307.401,673312,0
1789787307.412,673323,0
1789787307.422,673333,0
1789787307.433,673344,0
1789787307.443,673355,0
1789787307.454,673365,0
1789787307.464,673376,0
1789787307.475,673386,0
1789787307.486,673397,0
1789787307.496,673407,0
1789787307.507,673418,0
1789787307.517,673428,0
1789787307.528,673439,0
1789787307.538,673449,0
1789787307.549,673460,0
1789787307.559,673470,0
1789787307.570,673481,0
1789787307.581,673491,0
1789787307.591,673502,0
1789787307.601,673512,0
1789787307.612,673523,0
1789787307.623,673534,0
1789787307.633,673544,0
1789787307.644,673555,0
1789787307.654,673565,0
1789787307.665,673576,0
1789787307.709,673586,0
1789787307.709,673597,0
1789787307.709,673607,0
1789787307.709,673618,0
1789787307.717,673628,0
1789787307.728,673639,0
1789787307.738,673649,0
1789787307.749,673660,0
1789787307.759,673670,0
1789787307.770,673681,0
1789787307.780,673691,0
1789787307.791,673702,0
1789787307.801,673712,0
1789787307.812,673723,0
1789787307.823,673734,0
1789787307.833,673744,0
1789787307.844,673755,0
1789787307.854,673765,0
1789787307.865,673776,0
1789787307.875,673786,0
1789787307.886,673797,0
1789787307.896,673807,0
1789787307.907,673818,0
1789787307.917,673828,0
1789787307.928,673839,0
1789787307.938,673849,0
1789787307.949,673860,0
1789787307.960,673870,0
1789787307.970,673881,0
1789787308.013,673891,0
1789787308.014,673902,0
1789787308.014,673913,0
1789787308.014,673923,0
1789787308.022,673934,0
1789787308.033,673944,0
1789787308.044,673955,0
1789787308.054,673965,0
1789787308.064,673976,0
1789787308.075,673986,0
1789787308.086,673997,0
1789787308.096,674007,0
1789787308.107,674018,0
1789787308.117,674028,0
1789787308.128,674039,0
1789787308.138,674049,0
1789787308.149,674060,0
1789787308.160,674070,0
1789787308.170,674081,0
1789787308.180,674092,0
1789787308.191,674102,0
1789787308.202,674113,0
1789787308.212,674123,0
1789787308.227,674134,0
1789787308.233,674144,0
1789787308.244,674155,0
1789787308.254,674165,0
1789787308.265,674176,0
1789787308.275,674186,0
1789787308.313,674197,0
1789787308.313,674207,0
1789787308.313,674218,0
1789787308.318,674228,0
1789787308.328,674239,0
1789787308.338,674249,0
1789787308.349,674260,0
1789787308.359,674270,0
1789787308.370,674281,0
1789787308.380,674292,0
1789787308.391,674302,0
1789787308.402,674313,0
1789787308.412,674323,0
1789787308.423,674334,0
1789787308.433,674344,0
1789787308.444,674355,0
1789787308.454,674365,0
1789787308.465,674376,0
1789787308.475,674386,0
1789787308.486,674397,0
1789787308.496,674407,0
1789787308.507,674418,0
1789787308.517,674428,0
1789787308.528,674439,0
1789787308.538,674449,0
1789787308.549,674460,0
1789787308.559,674471,0
1789787308.570,674481,0
1789787308.581,674492,0
1789787308.622,674502,0
1789787308.622,674513,0
1789787308.622,674523,0
1789787308.623,674534,0
1789787308.633,674544,0
1789787308.643,674555,0
1789787308.654,674565,0
1789787308.665,674576,0
1789787308.675,674586,0
1789787308.686,674597,0
1789787308.696,674607,0
1789787308.707,674618,0
1789787308.717,674628,0
1789787308.728,674639,0
1789787308.739,674650,0
1789787308.749,674660,0
1789787308.759,674671,0
1789787308.770,674681,0
1789787308.781,674692,0
1789787308.791,674702,0
1789787308.802,674713,0
1789787308.812,674723,0
1789787308.823,674734,0
1789787308.833,674744,0
1789787308.844,674755,0
1789787308.854,674765,0
1789787308.865,674776,0
1789787308.875,674786,0
1789787308.886,674797,0
1789787308.924,674807,0
1789787308.924,674818,0
1789787308.924,674828,0
1789787308.928,674839,0
1789787308.938,674850,0
1789787308.949,674860,0
1789787308.959,674871,0
1789787308.970,674881,0
1789787308.980,674892,0
1789787308.991,674902,0
1789787309.002,674913,0
1789787309.012,674923,0
1789787309.023,674934,0
1789787309.033,674944,0
1789787309.044,674955,0
1789787309.054,674965,0
1789787309.065,674976,0
1789787309.075,674986,0
1789787309.086,674997,0
1789787309.096,675007,0
1789787309.107,675018,0
1789787309.117,675029,0
1789787309.128,675039,0
1789787309.139,675050,0
1789787309.149,675060,0
1789787309.160,675071,0
1789787309.170,675081,0
1789787309.181,675092,0
1789787309.191,675102,0
1789787309.222,675113,0
1789787309.222,675123,0
1789787309.223,675134,0
1789787309.238,675144,0
1789787309.245,675155,0
1789787309.254,675165,0
1789787309.265,675176,0
1789787309.275,675186,0
1789787309.286,675197,0
1789787309.296,675208,0
1789787309.307,675218,0
1789787309.317,675229,0
1789787309.343,675239,0
1789787309.343,675250,0
1789787309.349,675260,0
1789787309.360,675271,0
1789787309.370,675281,0
1789787309.381,675292,0
1789787309.391,675302,0
1789787309.402,675313,0
1789787309.412,675323,0
1789787309.424,675334,0
1789787309.433,675344,0
1789787309.444,675355,0
1789787309.454,675365,0
1789787309.465,675376,0
1789787309.475,675386,0
1789787309.486,675397,0
1789787309.497,675408,0
1789787309.543,675418,0
1789787309.543,675429,0
1789787309.543,675439,0
1789787309.543,675450,0
1789787309.550,675460,0
1789787309.560,675471,0
1789787309.570,675481,0
1789787309.581,675492,0
1789787309.591,675502,0
1789787309.602,675513,0
1789787309.612,675523,0
1789787309.623,675534,0
1789787309.633,675544,0
1789787309.644,675555,0
1789787309.654,675565,0
1789787309.665,675576,0
1789787309.676,675587,0
1789787309.686,675597,0
1789787309.696,675608,0
1789787309.707,675618,0
1789787309.718,675629,0
1789787309.728,675639,0
1789787309.739,675650,0
1789787309.749,675660,0
1789787309.760,675671,0
1789787309.770,675681,0
1789787309.781,675692,0
1789787309.791,675702,0
1789787309.802,675713,0
1789787309.848,675723,0
1789787309.848,675734,0
1789787309.848,675744,0
1789787309.848,675755,0
1789787309.855,675766,0
1789787309.865,675776,0
1789787309.875,675787,0
1789787309.886,675797,0
1789787309.896,675808,0
1789787309.907,675818,0
1789787309.918,675829,0
1789787309.928,675839,0
1789787309.939,675850,0
1789787309.949,675860,0
1789787309.960,675871,0
1789787309.970,675881,0
1789787309.981,675892,0
1789787309.991,675902,0
1789787310.002,675913,0
1789787310.012,675923,0
1789787310.023,675934,0
1789787310.033,675944,0
1789787310.044,675955,0
1789787310.055,675966,0
1789787310.065,675976,0
1789787310.076,675987,0
1789787310.088,675997,0
1789787310.097,676008,0
1789787310.108,676018,0
1789787310.148,676029,0
1789787310.148,676039,0
1789787310.148,676050,0
1789787310.153,676060,0
1789787310.160,676071,0
1789787310.170,676081,0
1789787310.181,676092,0
1789787310.191,676102,0
1789787310.202,676113,0
1789787310.213,676123,0
1789787310.223,676134,0
1789787310.233,676145,0
1789787310.244,676155,0
1789787310.254,676166,0
1789787310.265,676176,0
1789787310.276,676187,0
1789787310.286,676197,0
1789787310.297,676208,0
1789787310.307,676218,0
1789787310.318,676229,0
1789787310.328,676239,0
1789787310.339,676250,0
1789787310.349,676260,0
1789787310.360,676271,0
1789787310.370,676281,0
1789787310.381,676292,0
1789787310.392,676302,0
1789787310.402,676313,0
1789787310.412,676324,0
1789787310.455,676334,0
1789787310.455,676345,0
1789787310.455,676355,0
1789787310.455,676366,0
1789787310.465,676376,0
1789787310.476,676387,0
1789787310.486,676397,0
1789787310.497,676408,0
1789787310.507,676418,0
1789787310.518,676429,0
1789787310.528,676439,0
1789787310.539,676450,0
1789787310.549,676460,0
1789787310.560,676471,0
1789787310.570,676481,0
1789787310.581,676492,0
1789787310.591,676502,0
1789787310.602,676513,0
1789787310.612,676524,0
1789787310.623,676534,0
1789787310.634,676545,0
1789787310.644,676555,0
1789787310.655,676566,0
1789787310.665,676576,0
1789787310.676,676587,0
1789787310.686,676597,0
1789787310.697,676608,0
1789787310.707,676618,0
1789787310.718,676629,0
1789787310.728,676639,0
1789787310.739,676650,0
1789787310.781,676660,0
1789787310.781,676671,0
1789787310.781,676681,0
1789787310.781,676692,0
1789787310.791,676703,0
1789787310.802,676713,0
1789787310.812,676724,0
1789787310.823,676734,0
1789787310.833,676745,0
1789787310.844,676755,0
1789787310.855,676766,0
1789787310.865,676776,0
1789787310.876,676787,0
1789787310.886,676797,0
1789787310.897,676808,0
1789787310.907,676818,0
1789787310.918,676829,0
1789787310.928,676839,0
1789787310.939,676850,0
1789787310.949,676860,0
1789787310.960,676871,0
1789787310.970,676882,0
1789787310.981,676892,0
1789787310.992,676903,0
1789787311.002,676913,0
1789787311.013,676924,0
1789787311.023,676934,0
1789787311.034,676945,0
1789787311.044,676955,0
1789787311.079,676966,0
1789787311.079,676976,0
1789787311.079,676987,0
1789787311.087,676997,0
1789787311.097,677008,0
1789787311.107,677018,0
1789787311.118,677029,0
1789787311.128,677039,0
1789787311.139,677050,0
1789787311.149,677061,0
1789787311.160,677071,0
1789787311.170,677082,0
1789787311.181,677092,0
1789787311.191,677103,0
1789787311.202,677113,0
1789787311.212,677124,0
1789787311.223,677134,0
1789787311.234,677145,0
1789787311.244,677155,0
1789787311.255,677166,0
1789787311.265,677176,0
1789787311.276,677187,0
1789787311.286,677197,0
1789787311.297,677208,0
1789787311.307,677218,0
1789787311.318,677229,0
1789787311.328,677239,0
1789787311.339,677250,0
1789787311.350,677261,0
1789787311.383,677271,0
1789787311.383,677282,0
1789787311.383,677292,0
1789787311.391,677303,0
1789787311.402,677313,0
1789787311.412,677324,0
1789787311.423,677334,0
1789787311.434,677345,0
1789787311.444,677355,0
1789787311.455,677366,0
1789787311.465,677376,0
1789787311.476,677387,0
1789787311.486,677397,0
1789787311.497,677408,0
1789787311.507,677418,0
1789787311.519,677429,0
1789787311.528,677440,0
1789787311.539,677450,0
1789787311.550,677461,0
1789787311.560,677471,0
1789787311.570,677482,0
1789787311.581,677492,0
1789787311.592,677503,0
1789787311.602,677513,0
1789787311.613,677524,0
1789787311.623,677534,0
1789787311.634,677545,0
1789787311.644,677555,0
1789787311.679,677566,0
1789787311.679,677576,0
1789787311.686,677587,0
1789787311.686,677597,0
1789787311.697,677608,0
1789787311.707,677619,0
1789787311.718,677629,0
1789787311.728,677640,0
1789787311.739,677650,0
1789787311.750,677661,0
1789787311.760,677671,0
1789787311.771,677682,0
1789787311.781,677692,0
1789787311.792,677703,0
1789787311.802,677713,0
1789787311.813,677724,0
1789787311.823,677734,0
1789787311.834,677745,0
1789787311.844,677755,0
1789787311.855,677766,0
1789787311.865,677776,0
1789787311.876,677787,0
1789787311.886,677797,0
1789787311.897,677808,0
1789787311.907,677819,0
1789787311.918,677829,0
1789787311.928,677840,0
1789787311.939,677850,0
1789787311.949,677861,0
1789787311.985,677871,0
1789787311.985,677882,0
1789787311.985,677892,0
1789787311.992,677903,0
1789787312.002,677913,0
1789787312.012,677924,0
1789787312.023,677934,0
1789787312.034,677945,0
1789787312.044,677955,0
1789787312.055,677966,0
1789787312.065,677976,0
1789787312.076,677987,0
1789787312.086,677998,0
1789787312.097,678008,0
1789787312.107,678019,0
1789787312.118,678029,0
1789787312.128,678040,0
1789787312.139,678050,0
1789787312.150,678061,0
1789787312.160,678071,0
1789787312.171,678082,0
1789787312.181,678092,0
1789787312.192,678103,0
1789787312.202,678113,0
1789787312.213,678124,0
1789787312.223,678134,0
1789787312.234,678145,0
1789787312.244,678155,0
1789787312.283,678166,0
1789787312.284,678176,0
1789787312.284,678187,0
1789787312.289,678198,0
1789787312.297,678208,0
1789787312.307,678219,0
1789787312.318,678229,0
1789787312.328,678240,0
1789787312.339,678250,0
1789787312.349,678261,0
1789787312.360,678271,0
1789787312.371,678282,0
1789787312.381,678292,0
1789787312.392,678303,0
1789787312.402,678313,0
1789787312.413,678324,0
1789787312.423,678334,0
1789787312.434,678345,0
1789787312.444,678355,0
1789787312.455,678366,0
1789787312.465,678377,0
1789787312.476,678387,0
1789787312.486,678398,0
1789787312.497,678408,0
1789787312.508,678419,0
1789787312.518,678429,0
1789787312.528,678440,0
1789787312.539,678450,0
1789787312.550,678461,0
1789787312.591,678471,0
1789787312.591,678482,0
1789787312.592,678492,0
1789787312.592,678503,0
1789787312.602,678513,0
1789787312.613,678524,0
1789787312.623,678534,0
1789787312.634,678545,0
1789787312.645,678556,0
1789787312.656,678567,0
1789787312.666,678578,0
1789787312.677,678588,0
1789787312.687,678599,0
1789787312.698,678609,0
1789787312.708,678620,0
1789787312.719,678630,0
1789787312.730,678641,0
1789787312.740,678651,0
1789787312.750,678662,0
1789787312.761,678672,0
1789787312.772,678683,0
1789787312.782,678693,0
1789787312.793,678704,0
1789787312.803,678714,0
1789787312.814,678725,0
1789787312.824,678735,0
1789787312.835,678746,0
1789787312.845,678757,0
1789787312.856,678767,0
1789787312.893,678778,0
1789787312.893,678788,0
1789787312.893,678799,0
1789787312.899,678809,0
1789787312.908,678820,0
1789787312.919,678830,0
1789787312.929,678841,0
1789787312.940,678851,0
1789787312.951,678862,0
1789787312.961,678872,0
1789787312.972,678883,0
1789787312.982,678893,0
1789787312.993,678904,0
1789787313.003,678914,0
1789787313.014,678925,0
1789787313.025,678935,0
1789787313.035,678946,0
1789787313.045,678957,0
1789787313.056,678967,0
1789787313.067,678978,0
1789787313.077,678988,0
1789787313.088,678999,0
1789787313.098,679009,0
1789787313.109,679020,0
1789787313.119,679030,0
1789787313.130,679041,0
1789787313.140,679051,0
1789787313.151,679062,0
1789787313.190,679072,0
1789787313.190,679083,0
1789787313.190,679093,0
1789787313.197,679104,0
1789787313.203,679114,0
1789787313.214,679125,0
1789787313.224,679136,0
1789787313.235,679146,0
1789787313.245,679157,0
1789787313.256,679167,0
1789787313.266,679178,0
1789787313.277,679188,0
1789787313.287,679199,0
1789787313.298,679209,0
1789787313.309,679220,0
1789787313.319,679230,0
1789787313.329,679241,0
1789787313.340,679251,0
1789787313.351,679262,0
1789787313.362,679272,0
1789787313.372,679283,0
1789787313.382,679293,0
1789787313.393,679304,0
1789787313.403,679315,0
1789787313.414,679325,0
1789787313.425,679336,0
1789787313.435,679346,0
1789787313.446,679357,0
1789787313.456,679367,0
1789787313.500,679378,0
1789787313.500,679388,0
1789787313.500,679399,0
1789787313.500,679409,0
1789787313.508,679420,0
1789787313.519,679430,0
1789787313.530,679441,0
1789787313.540,679451,0
1789787313.551,679462,0
1789787313.561,679472,0
1789787313.572,679483,0
1789787313.582,679493,0
1789787313.593,679504,0
1789787313.603,679515,0
1789787313.614,679525,0
1789787313.624,679536,0
1789787313.635,679546,0
1789787313.645,679557,0
1789787313.656,679567,0
1789787313.667,679578,0
1789787313.677,679588,0
1789787313.687,679599,0
1789787313.698,679609,0
1789787313.709,679620,0
1789787313.719,679630,0
1789787313.730,679641,0
1789787313.740,679651,0
1789787313.751,679662,0
1789787313.761,679672,0
1789787313.801,679683,0
1789787313.801,679694,0
1789787313.801,679704,0
1789787313.803,679715,0
1789787313.814,679725,0
1789787313.824,679736,0
1789787313.835,679746,0
1789787313.845,679757,0
1789787313.856,679767,0
1789787313.867,679778,0
1789787313.877,679788,0
1789787313.888,679799,0
1789787313.898,679809,0
1789787313.909,679820,0
1789787313.920,679830,0
1789787313.930,679841,0
1789787313.940,679851,0
1789787313.951,679862,0
1789787313.961,679873,0
1789787313.972,679883,0
1789787313.982,679894,0
1789787313.993,679904,0
1789787314.003,679915,0
1789787314.014,679925,0
1789787314.025,679936,0
1789787314.035,679946,0
1789787314.046,679957,0
1789787314.056,679967,0
1789787314.097,679978,0
1789787314.097,679988,0
1789787314.097,679999,0
1789787314.102,680009,0
1789787314.109,680020,0
1789787314.119,680030,0
1789787314.130,680041,0
1789787314.140,680051,0
1789787314.151,680062,0
1789787314.161,680073,0
1789787314.172,680083,0
1789787314.182,680094,0
1789787314.193,680104,0
1789787314.204,680115,0
1789787314.214,680125,0
1789787314.224,680136,0
1789787314.235,680146,0
1789787314.246,680157,0
1789787314.256,680167,0
1789787314.267,680178,0
1789787314.277,680188,0
1789787314.291,680199,0
1789787314.301,680209,0
1789787314.309,680220,0
1789787314.319,680230,0
1789787314.330,680241,0
1789787314.340,680252,0
1789787314.351,680262,0
1789787314.361,680273,0
1789787314.398,680283,0
1789787314.398,680294,0
1789787314.399,680304,0
1789787314.404,680315,0
1789787314.414,680325,0
1789787314.424,680336,0
1789787314.435,680346,0
1789787314.446,680357,0
1789787314.456,680367,0
1789787314.467,680378,0
1789787314.477,680388,0
1789787314.488,680399,0
1789787314.498,680409,0
1789787314.509,680420,0
1789787314.520,680431,0
1789787314.530,680441,0
1789787314.540,680452,0
1789787314.551,680462,0
1789787314.562,680473,0
1789787314.572,680483,0
1789787314.583,680494,0
1789787314.593,680504,0
1789787314.604,680515,0
1789787314.614,680525,0
1789787314.625,680536,0
1789787314.635,680546,0
1789787314.646,680557,0
1789787314.656,680567,0
1789787314.704,680578,0
1789787314.704,680588,0
1789787314.705,680599,0
1789787314.705,680609,0
1789787314.709,680620,0
1789787314.719,680631,0
1789787314.730,680641,0
1789787314.740,680652,0
1789787314.751,680662,0
1789787314.762,680673,0
1789787314.772,680683,0
1789787314.783,680694,0
1789787314.793,680704,0
1789787314.804,680715,0
1789787314.814,680725,0
1789787314.825,680736,0
1789787314.835,680746,0
1789787314.846,680757,0
1789787314.856,680767,0
1789787314.867,680778,0
1789787314.878,680788,0
1789787314.888,680799,0
1789787314.898,680810,0
1789787314.909,680820,0
1789787314.920,680831,0
1789787314.930,680841,0
1789787314.941,680852,0
1789787314.951,680862,0
1789787314.962,680873,0
1789787314.973,680883,0
1789787315.006,680894,0
1789787315.006,680904,0
1789787315.006,680915,0
1789787315.014,680925,0
1789787315.025,680936,0
1789787315.035,680946,0
1789787315.046,680957,0
1789787315.056,680967,0
1789787315.067,680978,0
1789787315.077,680989,0
1789787315.088,680999,0
1789787315.099,681010,0
1789787315.109,681020,0
1789787315.119,681031,0
1789787315.130,681041,0
1789787315.141,681052,0
1789787315.151,681062,0
1789787315.162,681073,0
1789787315.172,681083,0
1789787315.183,681094,0
1789787315.193,681104,0
1789787315.204,681115,0
1789787315.214,681125,0
1789787315.225,681136,0
1789787315.235,681146,0
1789787315.246,681157,0
1789787315.256,681167,0
1789787315.267,681178,0
1789787315.303,681189,0
1789787315.303,681199,0
1789787315.303,681210,0
1789787315.309,681220,0
1789787315.319,681231,0
1789787315.330,681241,0
1789787315.340,681252,0
1789787315.351,681262,0
1789787315.361,681273,0
1789787315.372,681283,0
1789787315.383,681294,0
1789787315.393,681304,0
1789787315.404,681315,0
1789787315.414,681325,0
1789787315.425,681336,0
1789787315.435,681346,0
1789787315.446,681357,0
1789787315.457,681368,0
1789787315.467,681378,0
1789787315.477,681389,0
1789787315.488,681399,0
1789787315.499,681410,0
1789787315.509,681420,0
1789787315.520,681431,0
1789787315.530,681441,0
1789787315.541,681452,0
1789787315.551,681462,0
1789787315.562,681473,0
1789787315.572,681483,0
1789787315.604,681494,0
1789787315.611,681504,0
1789787315.611,681515,0
1789787315.615,681525,0
1789787315.625,681536,0
1789787315.635,681547,0
1789787315.646,681557,0
1789787315.656,681568,0
1789787315.667,681578,0
1789787315.677,681589,0
1789787315.688,681599,0
1789787315.698,681610,0
1789787315.709,681620,0
1789787315.719,681631,0
1789787315.730,681641,0
1789787315.741,681652,0
1789787315.751,681662,0
1789787315.762,681673,0
1789787315.773,681683,0
1789787315.783,681694,0
1789787315.793,681704,0
1789787315.804,681715,0
1789787315.814,681725,0
1789787315.825,681736,0
1789787315.835,681747,0
1789787315.846,681757,0
1789787315.857,681768,0
1789787315.867,681778,0
1789787315.878,681789,0
1789787315.915,681799,0
1789787315.915,681810,0
1789787315.915,681820,0
1789787315.920,681831,0
1789787315.930,681841,0
1789787315.940,681852,0
1789787315.951,681862,0
1789787315.962,681873,0
1789787315.972,681883,0
1789787315.983,681894,0
1789787315.993,681904,0
1789787316.004,681915,0
1789787316.015,681926,0
1789787316.027,681936,0
1789787316.036,681947,0
1789787316.046,681957,0
1789787316.057,681968,0
1789787316.067,681978,0
1789787316.078,681989,0
1789787316.088,681999,0
1789787316.099,682010,0
1789787316.109,682020,0
1789787316.120,682031,0
1789787316.130,682041,0
1789787316.141,682052,0
1789787316.151,682062,0
1789787316.162,682073,0
1789787316.172,682083,0
1789787316.183,682094,0
1789787316.213,682105,0
1789787316.213,682115,0
1789787316.218,682126,0
1789787316.225,682136,0
1789787316.235,682147,0
1789787316.246,682157,0
1789787316.256,682168,0
1789787316.267,682178,0
1789787316.277,682189,0
1789787316.288,682199,0
1789787316.299,682210,0
1789787316.309,682220,0
1789787316.320,682231,0
1789787316.330,682241,0
1789787316.341,682252,0
1789787316.351,682262,0
1789787316.362,682273,0
1789787316.372,682283,0
1789787316.383,682294,0
1789787316.393,682305,0
1789787316.404,682315,0
1789787316.414,682326,0
1789787316.425,682336,0
1789787316.436,682347,0
1789787316.446,682357,0
1789787316.457,682368,0
1789787316.467,682378,0
1789787316.478,682389,0
1789787316.521,682399,0
1789787316.521,682410,0
1789787316.521,682420,0
1789787316.521,682431,0
1789787316.530,682441,0
1789787316.541,682452,0
1789787316.551,682462,0
1789787316.562,682473,0
1789787316.572,682484,0
1789787316.583,682494,0
1789787316.593,682505,0
1789787316.604,682515,0
1789787316.615,682526,0
1789787316.625,682536,0
1789787316.636,682547,0
1789787316.646,682557,0
1789787316.657,682568,0
1789787316.667,682578,0
1789787316.678,682589,0
1789787316.688,682599,0
1789787316.699,682610,0
1789787316.709,682620,0
1789787316.720,682631,0
1789787316.730,682641,0
1789787316.741,682652,0
1789787316.751,682662,0
1789787316.762,682673,0
1789787316.773,682684,0
1789787316.783,682694,0
1789787316.827,682705,0
1789787316.827,682715,0
1789787316.827,682726,0
1789787316.827,682736,0
1789787316.835,682747,0
1789787316.846,682757,0
1789787316.856,682768,0
1789787316.867,682778,0
1789787316.878,682789,0
1789787316.888,682799,0
1789787316.899,682810,0
1789787316.909,682820,0
1789787316.920,682831,0
1789787316.930,682841,0
1789787316.941,682852,0
1789787316.951,682863,0
1789787316.962,682873,0
1789787316.972,682884,0
1789787316.983,682894,0
1789787316.994,682905,0
1789787317.004,682915,0
1789787317.015,682926,0
1789787317.025,682936,0
1789787317.036,682947,0
1789787317.046,682957,0
1789787317.057,682968,0
1789787317.067,682978,0
1789787317.078,682989,0
1789787317.088,682999,0
1789787317.129,683010,0
1789787317.129,683020,0
1789787317.129,683031,0
1789787317.134,683042,0
1789787317.141,683052,0
1789787317.151,683063,0
1789787317.162,683073,0
1789787317.172,683084,0
1789787317.183,683094,0
1789787317.193,683105,0
1789787317.204,683115,0
1789787317.215,683126,0
1789787317.226,683136,0
1789787317.236,683147,0
1789787317.246,683157,0
1789787317.257,683168,0
1789787317.267,683178,0
1789787317.278,683189,0
1789787317.288,683199,0
1789787317.299,683210,0
1789787317.309,683220,0
1789787317.322,683231,0
1789787317.331,683242,0
1789787317.341,683252,0
1789787317.351,683263,0
1789787317.362,683273,0
1789787317.372,683284,0
1789787317.383,683294,0
1789787317.393,683305,0
1789787317.440,683315,0
1789787317.440,683326,0
1789787317.441,683336,0
1789787317.441,683347,0
1789787317.447,683357,0
1789787317.457,683368,0
1789787317.467,683378,0
1789787317.478,683389,0
1789787317.488,683399,0
1789787317.499,683410,0
1789787317.509,683421,0
1789787317.520,683431,0
1789787317.531,683442,0
1789787317.541,683452,0
1789787317.551,683463,0
1789787317.562,683473,0
1789787317.573,683484,0
1789787317.583,683494,0
1789787317.594,683505,0
1789787317.604,683515,0
1789787317.615,683526,0
1789787317.626,683536,0
1789787317.636,683547,0
1789787317.646,683557,0
1789787317.657,683568,0
1789787317.667,683578,0
1789787317.678,683589,0
1789787317.689,683600,0
1789787317.699,683610,0
1789787317.742,683621,0
1789787317.742,683631,0
1789787317.742,683642,0
1789787317.742,683652,0
1789787317.751,683663,0
1789787317.762,683673,0
1789787317.772,683684,0
1789787317.783,683694,0
1789787317.794,683705,0
1789787317.804,683715,0
1789787317.815,683726,0
1789787317.825,683736,0
1789787317.836,683747,0
1789787317.847,683757,0
1789787317.857,683768,0
1789787317.868,683779,0
1789787317.878,683789,0
1789787317.889,683800,0
1789787317.899,683810,0
1789787317.909,683821,0
1789787317.920,683831,0
1789787317.931,683842,0
1789787317.941,683852,0
1789787317.952,683863,0
1789787317.962,683873,0
1789787317.973,683884,0
1789787317.983,683894,0
1789787317.994,683905,0
1789787318.004,683915,0
1789787318.044,683926,0
1789787318.044,683936,0
1789787318.044,683947,0
1789787318.049,683957,0
1789787318.057,683968,0
1789787318.067,683979,0
1789787318.078,683989,0
1789787318.088,684000,0
1789787318.099,684010,0
1789787318.109,684021,0
1789787318.120,684031,0
1789787318.131,684042,0
1789787318.141,684052,0
1789787318.151,684063,0
1789787318.162,684073,0
1789787318.173,684084,0
1789787318.183,684094,0
1789787318.194,684105,0
1789787318.204,684115,0
1789787318.215,684126,0
1789787318.225,684136,0
1789787318.236,684147,0
1789787318.247,684158,0
1789787318.257,684168,0
1789787318.268,684179,0
1789787318.278,684189,0
1789787318.288,684200,0
1789787318.299,684210,0
1789787318.310,684221,0
1789787318.351,684231,0
1789787318.352,684242,0
1789787318.352,684252,0
1789787318.352,684263,0
1789787318.362,684273,0
